depth	node	alm	alm_self	regs	regs_self	membits	m10k	dsp	full	entity
0	|altsyncram_3cn1:auto_generated|	0.0	0.0	0.0	0.0	49152	5	0	|sys_top|ascal:ascal|altsyncram:o_line3[0].r[7]__5|altsyncram_3cn1:auto_generated	altsyncram_3cn1
0	|altsyncram:o_linf0[0].r[7]__6|	0.0	0.0	0.0	0.0	6144	1	0	|sys_top|ascal:ascal|altsyncram:o_linf0[0].r[7]__6	altsyncram
0	|altsyncram_d6n1:auto_generated|	0.0	0.0	0.0	0.0	6144	1	0	|sys_top|ascal:ascal|altsyncram:o_linf0[0].r[7]__6|altsyncram_d6n1:auto_generated	altsyncram_d6n1
0	|altsyncram:o_linf1[0].r[7]__7|	0.0	0.0	0.0	0.0	6144	1	0	|sys_top|ascal:ascal|altsyncram:o_linf1[0].r[7]__7	altsyncram
0	|altsyncram_d6n1:auto_generated|	0.0	0.0	0.0	0.0	6144	1	0	|sys_top|ascal:ascal|altsyncram:o_linf1[0].r[7]__7|altsyncram_d6n1:auto_generated	altsyncram_d6n1
0	|altsyncram:o_linf2[0].r[7]__8|	0.0	0.0	0.0	0.0	6144	1	0	|sys_top|ascal:ascal|altsyncram:o_linf2[0].r[7]__8	altsyncram
0	|altsyncram_d6n1:auto_generated|	0.0	0.0	0.0	0.0	6144	1	0	|sys_top|ascal:ascal|altsyncram:o_linf2[0].r[7]__8|altsyncram_d6n1:auto_generated	altsyncram_d6n1
0	|altsyncram:o_linf3[0].r[7]__9|	0.0	0.0	0.0	0.0	6144	1	0	|sys_top|ascal:ascal|altsyncram:o_linf3[0].r[7]__9	altsyncram
0	|altsyncram_d6n1:auto_generated|	0.0	0.0	0.0	0.0	6144	1	0	|sys_top|ascal:ascal|altsyncram:o_linf3[0].r[7]__9|altsyncram_d6n1:auto_generated	altsyncram_d6n1
0	|altsyncram:o_v_poly_mem_rtl_0|	0.0	0.0	0.0	0.0	10240	1	0	|sys_top|ascal:ascal|altsyncram:o_v_poly_mem_rtl_0	altsyncram
0	|altsyncram_f9j1:auto_generated|	0.0	0.0	0.0	0.0	10240	1	0	|sys_top|ascal:ascal|altsyncram:o_v_poly_mem_rtl_0|altsyncram_f9j1:auto_generated	altsyncram_f9j1
0	|altsyncram:pal1_mem_rtl_0|	0.0	0.0	0.0	0.0	6144	2	0	|sys_top|ascal:ascal|altsyncram:pal1_mem_rtl_0	altsyncram
0	|altsyncram_q9j1:auto_generated|	0.0	0.0	0.0	0.0	6144	2	0	|sys_top|ascal:ascal|altsyncram:pal1_mem_rtl_0|altsyncram_q9j1:auto_generated	altsyncram_q9j1
0	|audio_out:audio_out|	934.0	81.0	1062.0	183.0	0	0	8	|sys_top|audio_out:audio_out	audio_out
0	|DC_blocker:dcb_l|	77.5	77.5	68.0	68.0	0	0	0	|sys_top|audio_out:audio_out|DC_blocker:dcb_l	DC_blocker
0	|DC_blocker:dcb_r|	77.6	77.6	68.0	68.0	0	0	0	|sys_top|audio_out:audio_out|DC_blocker:dcb_r	DC_blocker
0	|IIR_filter:IIR_filter|	416.0	38.3	354.0	114.0	0	0	8	|sys_top|audio_out:audio_out|IIR_filter:IIR_filter	IIR_filter
0	|iir_filter_tap:iir_tap_0|	113.0	113.0	80.0	80.0	0	0	2	|sys_top|audio_out:audio_out|IIR_filter:IIR_filter|iir_filter_tap:iir_tap_0	iir_filter_tap
0	|iir_filter_tap:iir_tap_1|	134.6	134.6	80.0	80.0	0	0	2	|sys_top|audio_out:audio_out|IIR_filter:IIR_filter|iir_filter_tap:iir_tap_1	iir_filter_tap
0	|iir_filter_tap:iir_tap_2|	130.1	130.1	80.0	80.0	0	0	2	|sys_top|audio_out:audio_out|IIR_filter:IIR_filter|iir_filter_tap:iir_tap_2	iir_filter_tap
0	|aud_mix_top:audmix_l|	104.0	104.0	120.0	120.0	0	0	0	|sys_top|audio_out:audio_out|aud_mix_top:audmix_l	aud_mix_top
0	|aud_mix_top:audmix_r|	101.6	101.6	123.0	123.0	0	0	0	|sys_top|audio_out:audio_out|aud_mix_top:audmix_r	aud_mix_top
0	|i2s:i2s|	22.7	22.7	44.0	44.0	0	0	0	|sys_top|audio_out:audio_out|i2s:i2s	i2s
0	|sigma_delta_dac:sd_l|	9.8	9.8	20.0	20.0	0	0	0	|sys_top|audio_out:audio_out|sigma_delta_dac:sd_l	sigma_delta_dac
0	|sigma_delta_dac:sd_r|	9.5	9.5	19.0	19.0	0	0	0	|sys_top|audio_out:audio_out|sigma_delta_dac:sd_r	sigma_delta_dac
0	|spdif:toslink|	33.3	33.3	63.0	63.0	0	0	0	|sys_top|audio_out:audio_out|spdif:toslink	spdif
0	|csync:csync_hdmi|	23.7	23.7	57.0	57.0	0	0	0	|sys_top|csync:csync_hdmi	csync
0	|csync:csync_vga|	23.5	23.5	51.0	51.0	0	0	0	|sys_top|csync:csync_vga	csync
0	|ddr_svc:ddr_svc|	35.0	35.0	157.0	157.0	0	0	0	|sys_top|ddr_svc:ddr_svc	ddr_svc
0	|emu:emu|	24915.1	587.5	30207.0	609.0	3745834	480	28	|sys_top|emu:emu	emu
0	|CART:cart|	193.6	109.4	155.0	71.0	8192	1	0	|sys_top|emu:emu|CART:cart	CART
0	|EPPROM_24CXX:E24CXX|	51.0	51.0	45.0	45.0	0	0	0	|sys_top|emu:emu|CART:cart|EPPROM_24CXX:E24CXX	EPPROM_24CXX
0	|spram:eeprom_ram|	33.1	0.0	39.0	0.0	8192	1	0	|sys_top|emu:emu|CART:cart|spram:eeprom_ram	spram
0	|spram_sz:spram_sz|	33.1	0.0	39.0	0.0	8192	1	0	|sys_top|emu:emu|CART:cart|spram:eeprom_ram|spram_sz:spram_sz	spram_sz
0	|altsyncram:altsyncram_component|	33.1	0.0	39.0	0.0	8192	1	0	|sys_top|emu:emu|CART:cart|spram:eeprom_ram|spram_sz:spram_sz|altsyncram:altsyncram_component	altsyncram
0	|altsyncram_3524:auto_generated|	33.1	0.0	39.0	0.0	8192	1	0	|sys_top|emu:emu|CART:cart|spram:eeprom_ram|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_3524:auto_generated	altsyncram_3524
0	|altsyncram_8mv2:altsyncram1|	0.0	0.0	0.0	0.0	8192	1	0	|sys_top|emu:emu|CART:cart|spram:eeprom_ram|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_3524:auto_generated|altsyncram_8mv2:altsyncram1	altsyncram_8mv2
0	|sld_mod_ram_rom:mgl_prim2|	33.1	23.5	39.0	30.0	0	0	0	|sys_top|emu:emu|CART:cart|spram:eeprom_ram|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_3524:auto_generated|sld_mod_ram_rom:mgl_prim2	sld_mod_ram_rom
0	|sld_rom_sr:\ram_rom_logic_gen:name_gen:info_rom_sr|	9.7	9.7	9.0	9.0	0	0	0	|sys_top|emu:emu|CART:cart|spram:eeprom_ram|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_3524:auto_generated|sld_mod_ram_rom:mgl_prim2|sld_rom_sr:\ram_rom_logic_gen:name_gen:info_rom_sr	sld_rom_sr
0	|CEGen:mcd_cegen|	37.0	37.0	35.0	35.0	0	0	0	|sys_top|emu:emu|CEGen:mcd_cegen	CEGen
0	|MCD:MCD|	4758.5	10.7	5655.0	0.0	2308768	285	5	|sys_top|emu:emu|MCD:MCD	MCD
0	|ASIC:ASIC|	1648.4	1648.4	2448.0	2448.0	0	0	0	|sys_top|emu:emu|MCD:MCD|ASIC:ASIC	ASIC
0	|CDC:CDC|	187.1	187.1	277.0	277.0	0	0	0	|sys_top|emu:emu|MCD:MCD|CDC:CDC	CDC
0	|CD_DAC:CD_DAC|	95.4	26.7	180.0	96.0	40960	7	2	|sys_top|emu:emu|MCD:MCD|CD_DAC:CD_DAC	CD_DAC
0	|CDDA_FIFO:FIFO|	27.8	27.8	50.0	50.0	40960	7	0	|sys_top|emu:emu|MCD:MCD|CD_DAC:CD_DAC|CDDA_FIFO:FIFO	CDDA_FIFO
0	|altsyncram:BUFFER_rtl_0|	0.0	0.0	0.0	0.0	40960	7	0	|sys_top|emu:emu|MCD:MCD|CD_DAC:CD_DAC|CDDA_FIFO:FIFO|altsyncram:BUFFER_rtl_0	altsyncram
0	|altsyncram_rbn1:auto_generated|	0.0	0.0	0.0	0.0	40960	7	0	|sys_top|emu:emu|MCD:MCD|CD_DAC:CD_DAC|CDDA_FIFO:FIFO|altsyncram:BUFFER_rtl_0|altsyncram_rbn1:auto_generated	altsyncram_rbn1
0	|CEGen:CEGen|	40.8	40.8	34.0	34.0	0	0	0	|sys_top|emu:emu|MCD:MCD|CD_DAC:CD_DAC|CEGen:CEGen	CEGen
0	|M68K_WRAP:S68K|	1965.3	0.7	1481.0	0.0	39584	6	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K	M68K_WRAP
0	|fx68k:P68K|	1964.7	135.1	1481.0	217.0	39584	6	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K	fx68k
0	|busArbiter:busArbiter|	0.5	0.5	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|busArbiter:busArbiter	busArbiter
0	|busControl:busControl|	22.0	22.0	19.0	19.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|busControl:busControl	busControl
0	|excUnit:excUnit|	1341.4	1114.8	1175.0	1023.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|excUnit:excUnit	excUnit
0	|dataIo:dataIo|	23.9	23.9	63.0	63.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|excUnit:excUnit|dataIo:dataIo	dataIo
0	|fx68kAlu:alu|	190.9	139.8	89.0	89.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|excUnit:excUnit|fx68kAlu:alu	fx68kAlu
0	|aluCorf:aluCorf|	14.2	14.2	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|excUnit:excUnit|fx68kAlu:alu|aluCorf:aluCorf	aluCorf
0	|aluGetOp:aluGetOp|	10.9	10.9	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|excUnit:excUnit|fx68kAlu:alu|aluGetOp:aluGetOp	aluGetOp
0	|aluShifter:shifter|	2.1	2.1	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|excUnit:excUnit|fx68kAlu:alu|aluShifter:shifter	aluShifter
0	|ccrTable:ccrTable|	4.8	4.8	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|excUnit:excUnit|fx68kAlu:alu|ccrTable:ccrTable	ccrTable
0	|rowDecoder:rowDecoder|	18.0	18.0	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|excUnit:excUnit|fx68kAlu:alu|rowDecoder:rowDecoder	rowDecoder
0	|onehotEncoder4:dcrDecoder|	4.0	4.0	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|excUnit:excUnit|onehotEncoder4:dcrDecoder	onehotEncoder4
0	|pren:rmPren|	7.8	7.8	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|excUnit:excUnit|pren:rmPren	pren
0	|irdDecode:irdDecode|	12.7	11.5	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|irdDecode:irdDecode	irdDecode
0	|onehotEncoder4:irdLines|	1.2	1.2	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|irdDecode:irdDecode|onehotEncoder4:irdLines	onehotEncoder4
0	|microToNanoAddr:microToNanoAddr|	3.3	3.3	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|microToNanoAddr:microToNanoAddr	microToNanoAddr
0	|nDecoder3:nDecoder|	27.3	27.3	56.0	56.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|nDecoder3:nDecoder	nDecoder3
0	|nanoRom:nanoRom|	0.0	0.0	0.0	0.0	22176	4	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|nanoRom:nanoRom	nanoRom
0	|altsyncram:nRam_rtl_0|	0.0	0.0	0.0	0.0	22176	4	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|nanoRom:nanoRom|altsyncram:nRam_rtl_0	altsyncram
0	|altsyncram_p2d1:auto_generated|	0.0	0.0	0.0	0.0	22176	4	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|nanoRom:nanoRom|altsyncram:nRam_rtl_0|altsyncram_p2d1:auto_generated	altsyncram_p2d1
0	|sequencer:sequencer|	38.7	38.7	14.0	14.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|sequencer:sequencer	sequencer
0	|uRom:uRom|	0.0	0.0	0.0	0.0	17408	2	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|uRom:uRom	uRom
0	|altsyncram:uRam_rtl_0|	0.0	0.0	0.0	0.0	17408	2	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|uRom:uRom|altsyncram:uRam_rtl_0	altsyncram
0	|altsyncram_bmc1:auto_generated|	0.0	0.0	0.0	0.0	17408	2	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|uRom:uRom|altsyncram:uRam_rtl_0|altsyncram_bmc1:auto_generated	altsyncram_bmc1
0	|uaddrDecode:uaddrDecode|	383.2	3.8	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|uaddrDecode:uaddrDecode	uaddrDecode
0	|onehotEncoder4:irLineDecod|	1.5	1.5	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|uaddrDecode:uaddrDecode|onehotEncoder4:irLineDecod	onehotEncoder4
0	|pla_lined:pla_lined|	377.8	377.8	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|M68K_WRAP:S68K|fx68k:P68K|uaddrDecode:uaddrDecode|pla_lined:pla_lined	pla_lined
0	|PCM:PCM|	492.6	455.6	862.0	828.0	0	0	3	|sys_top|emu:emu|MCD:MCD|PCM:PCM	PCM
0	|CEGen:CEGen|	37.0	37.0	34.0	34.0	0	0	0	|sys_top|emu:emu|MCD:MCD|PCM:PCM|CEGen:CEGen	CEGen
0	|dpram_dif:CDC_RAM|	3.0	0.0	1.0	0.0	131072	16	0	|sys_top|emu:emu|MCD:MCD|dpram_dif:CDC_RAM	dpram_dif
0	|altsyncram:altsyncram_component|	3.0	0.0	1.0	0.0	131072	16	0	|sys_top|emu:emu|MCD:MCD|dpram_dif:CDC_RAM|altsyncram:altsyncram_component	altsyncram
0	|altsyncram_te34:auto_generated|	3.0	0.0	1.0	1.0	131072	16	0	|sys_top|emu:emu|MCD:MCD|dpram_dif:CDC_RAM|altsyncram:altsyncram_component|altsyncram_te34:auto_generated	altsyncram_te34
0	|decode_5la:decode3|	0.7	0.7	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|dpram_dif:CDC_RAM|altsyncram:altsyncram_component|altsyncram_te34:auto_generated|decode_5la:decode3	decode_5la
0	|mux_lfb:mux4|	2.0	2.0	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|dpram_dif:CDC_RAM|altsyncram:altsyncram_component|altsyncram_te34:auto_generated|mux_lfb:mux4	mux_lfb
0	|pcm_mem:PCM_RAM|	117.8	117.8	281.0	281.0	0	0	0	|sys_top|emu:emu|MCD:MCD|pcm_mem:PCM_RAM	pcm_mem
0	|spram:WORDRAM0|	117.8	0.0	63.0	0.0	1048576	128	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM0	spram
0	|spram_sz:spram_sz|	117.8	0.0	63.0	0.0	1048576	128	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM0|spram_sz:spram_sz	spram_sz
0	|altsyncram:altsyncram_component|	117.8	0.0	63.0	0.0	1048576	128	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM0|spram_sz:spram_sz|altsyncram:altsyncram_component	altsyncram
0	|altsyncram_q824:auto_generated|	117.8	0.0	63.0	0.0	1048576	128	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM0|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated	altsyncram_q824
0	|altsyncram_mtv2:altsyncram1|	48.3	1.9	7.0	7.0	1048576	128	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM0|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated|altsyncram_mtv2:altsyncram1	altsyncram_mtv2
0	|decode_dla:decode4|	4.0	4.0	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM0|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated|altsyncram_mtv2:altsyncram1|decode_dla:decode4	decode_dla
0	|decode_dla:decode5|	4.0	4.0	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM0|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated|altsyncram_mtv2:altsyncram1|decode_dla:decode5	decode_dla
0	|mux_chb:mux6|	38.3	38.3	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM0|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated|altsyncram_mtv2:altsyncram1|mux_chb:mux6	mux_chb
0	|sld_mod_ram_rom:mgl_prim2|	69.6	59.6	56.0	45.0	0	0	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM0|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated|sld_mod_ram_rom:mgl_prim2	sld_mod_ram_rom
0	|sld_rom_sr:\ram_rom_logic_gen:name_gen:info_rom_sr|	10.0	10.0	11.0	11.0	0	0	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM0|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated|sld_mod_ram_rom:mgl_prim2|sld_rom_sr:\ram_rom_logic_gen:name_gen:info_rom_sr	sld_rom_sr
0	|spram:WORDRAM1|	120.3	0.0	62.0	0.0	1048576	128	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM1	spram
0	|spram_sz:spram_sz|	120.3	0.0	62.0	0.0	1048576	128	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM1|spram_sz:spram_sz	spram_sz
0	|altsyncram:altsyncram_component|	120.3	0.0	62.0	0.0	1048576	128	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM1|spram_sz:spram_sz|altsyncram:altsyncram_component	altsyncram
0	|altsyncram_q824:auto_generated|	120.3	0.0	62.0	0.0	1048576	128	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM1|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated	altsyncram_q824
0	|altsyncram_mtv2:altsyncram1|	47.8	2.1	7.0	7.0	1048576	128	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM1|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated|altsyncram_mtv2:altsyncram1	altsyncram_mtv2
0	|decode_dla:decode4|	3.8	3.8	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM1|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated|altsyncram_mtv2:altsyncram1|decode_dla:decode4	decode_dla
0	|decode_dla:decode5|	3.3	3.3	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM1|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated|altsyncram_mtv2:altsyncram1|decode_dla:decode5	decode_dla
0	|mux_chb:mux6|	37.5	37.5	0.0	0.0	0	0	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM1|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated|altsyncram_mtv2:altsyncram1|mux_chb:mux6	mux_chb
0	|sld_mod_ram_rom:mgl_prim2|	71.5	61.3	55.0	45.0	0	0	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM1|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated|sld_mod_ram_rom:mgl_prim2	sld_mod_ram_rom
0	|sld_rom_sr:\ram_rom_logic_gen:name_gen:info_rom_sr|	10.2	10.2	10.0	10.0	0	0	0	|sys_top|emu:emu|MCD:MCD|spram:WORDRAM1|spram_sz:spram_sz|altsyncram:altsyncram_component|altsyncram_q824:auto_generated|sld_mod_ram_rom:mgl_prim2|sld_rom_sr:\ram_rom_logic_gen:name_gen:info_rom_sr	sld_rom_sr
0	|S32X:S32X|	8967.2	59.3	8526.0	8.0	104448	14	12	|sys_top|emu:emu|S32X:S32X	S32X
0	|S32X_IF:s32x_if|	698.7	698.7	853.0	853.0	34816	5	0	|sys_top|emu:emu|S32X:S32X|S32X_IF:s32x_if	S32X_IF
